provider,variant,row_index,ticker,date,window_start,window_end,window_n_days,direction,confidence,reason,parse_error,parsed_json,raw_text
zai,1,0,AAPL,2022-01-14 00:00:00,2022-01-03 00:00:00,2022-01-14 00:00:00,10,DOWN,0.6,"Reasons: The 10-day Simple Moving Average (SMA_10) was 171.13 on the last day, which is below the closing price of 169.36, indicating a short-term bearish trend. | The 50-day SMA (171.29) was above the 10-day SMA (171.13) on the last day, a bearish crossover pattern. | The 10-day EMA (171.13) was below the 20-day EMA (null), suggesting a downward momentum.",,"{""window_summary"": ""The price declined from 178.10 on January 3 to 169.36 on January 14, a drop of 4.96%. Momentum indicators, including the 10-day EMA (171.13) and RSI (null), were unavailable for most of the window, but the 10-day SMA (171.13) remained above the 50-day SMA (171.29), suggesting a consolidation phase."", ""direction"": ""DOWN"", ""confidence"": 0.6, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) was 171.13 on the last day, which is below the closing price of 169.36, indicating a short-term bearish trend."", ""The 50-day SMA (171.29) was above the 10-day SMA (171.13) on the last day, a bearish crossover pattern."", ""The 10-day EMA (171.13) was below the 20-day EMA (null), suggesting a downward momentum.""], ""grounding"": [""Close=169.3555450439453"", ""SMA_10=171.1325668334961"", ""SMA_50=171.28533801035434"", ""EMA_10=171.1325668334961"", ""Return=0.0051105497221088""]}","```json
{
  ""window_summary"": ""The price declined from 178.10 on January 3 to 169.36 on January 14, a drop of 4.96%. Momentum indicators, including the 10-day EMA (171.13) and RSI (null), were unavailable for most of the window, but the 10-day SMA (171.13) remained above the 50-day SMA (171.29), suggesting a consolidation phase."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.6,
  ""reasons"": [
    ""The 10-day Simple Moving Average (SMA_10) was 171.13 on the last day, which is below the closing price of 169.36, indicating a short-term bearish trend."",
    ""The 50-day SMA (171.29) was above the 10-day SMA (171.13) on the last day, a bearish crossover pattern."",
    ""The 10-day EMA (171.13) was below the 20-day EMA (null), suggesting a downward momentum.""
  ],
  ""grounding"": [
    ""Close=169.3555450439453"",
    ""SMA_10=171.1325668334961"",
    ""SMA_50=171.28533801035434"",
    ""EMA_10=171.1325668334961"",
    ""Return=0.0051105497221088""
  ]
}
```"
zai,1,1,AAPL,2022-01-28 00:00:00,2022-01-18 00:00:00,2022-01-28 00:00:00,9,UP,0.65,"Reasons: Strong price reversal on the last day with a 0.0698 return. | Volume surged to 179.9M on the last day, indicating strong buying interest. | RSI spiked to 48.67 on the last day, showing a shift from oversold conditions.",,"{""window_summary"": ""The price declined from 166.16 to 155.80 over the first 7 days, showing a consistent downward trend. The final two days (Jan 27-28) reversed this trend, with a strong rebound to 166.67, driven by a significant volume spike."", ""direction"": ""UP"", ""confidence"": 0.65, ""reasons"": [""Strong price reversal on the last day with a 0.0698 return."", ""Volume surged to 179.9M on the last day, indicating strong buying interest."", ""RSI spiked to 48.67 on the last day, showing a shift from oversold conditions.""], ""grounding"": [""Close=166.67433166503906"", ""Volume=179935700"", ""RSI_14=48.66972993560511"", ""Return=0.0697772286803199""]}","```json
{
  ""window_summary"": ""The price declined from 166.16 to 155.80 over the first 7 days, showing a consistent downward trend. The final two days (Jan 27-28) reversed this trend, with a strong rebound to 166.67, driven by a significant volume spike."",
  ""direction"": ""UP"",
  ""confidence"": 0.65,
  ""reasons"": [
    ""Strong price reversal on the last day with a 0.0698 return."",
    ""Volume surged to 179.9M on the last day, indicating strong buying interest."",
    ""RSI spiked to 48.67 on the last day, showing a shift from oversold conditions.""
  ],
  ""grounding"": [
    ""Close=166.67433166503906"",
    ""Volume=179935700"",
    ""RSI_14=48.66972993560511"",
    ""Return=0.0697772286803199""
  ]
}
```"
zai,1,2,AAPL,2022-02-11 00:00:00,2022-01-31 00:00:00,2022-02-11 00:00:00,10,DOWN,0.65,"Reasons: Price closed 3.4% lower than the window start, with a low of 164.64 compared to a high of 173.08. | MACD turned negative (-0.40) and its histogram expanded, indicating weakening momentum. | RSI dropped from 56.47 to 43.92, crossing below the 50 neutral threshold.",,"{""window_summary"": ""The price moved from 171.03 to 165.23, a net decline of 3.4%, characterized by high volatility and a bearish trend. Momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI dropping below 50. Volume fluctuated but remained substantial throughout the period."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""Price closed 3.4% lower than the window start, with a low of 164.64 compared to a high of 173.08."", ""MACD turned negative (-0.40) and its histogram expanded, indicating weakening momentum."", ""RSI dropped from 56.47 to 43.92, crossing below the 50 neutral threshold.""], ""grounding"": [""Close=165.23"", ""Low=164.64"", ""High=173.08"", ""MACD=-0.4021020770330779"", ""RSI_14=43.9175135137968""]}","{""window_summary"": ""The price moved from 171.03 to 165.23, a net decline of 3.4%, characterized by high volatility and a bearish trend. Momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI dropping below 50. Volume fluctuated but remained substantial throughout the period."",""direction"": ""DOWN"",""confidence"": 0.65,""reasons"": [""Price closed 3.4% lower than the window start, with a low of 164.64 compared to a high of 173.08."", ""MACD turned negative (-0.40) and its histogram expanded, indicating weakening momentum."", ""RSI dropped from 56.47 to 43.92, crossing below the 50 neutral threshold.""],""grounding"": [""Close=165.23"",""Low=164.64"",""High=173.08"",""MACD=-0.4021020770330779"",""RSI_14=43.9175135137968""]}"
zai,1,3,AAPL,2022-02-25 00:00:00,2022-02-14 00:00:00,2022-02-25 00:00:00,9,DOWN,0.65,"Reasons: The 10-day SMA (163.72) is below the 20-day SMA (166.84), indicating a short-term downtrend. | MACD (-2.14) is below its signal line (-1.32) and has turned negative, signaling bearish momentum. | RSI (42.67) is below 50, suggesting weakening buying pressure and a shift towards selling. | The price closed below the 10-day SMA on the final day, confirming the bearish trend. | Volume increased on the final two days, suggesting heightened activity as the price bottomed.",,"{""window_summary"": ""The price declined from 165.47 to 161.52, a drop of 2.39%, while momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI falling below 50. Volume increased on the final two days, suggesting heightened activity as the price bottomed. The 10-day SMA (163.72) is currently below the 20-day SMA (166.84), indicating a short-term downtrend."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""The 10-day SMA (163.72) is below the 20-day SMA (166.84), indicating a short-term downtrend."", ""MACD (-2.14) is below its signal line (-1.32) and has turned negative, signaling bearish momentum."", ""RSI (42.67) is below 50, suggesting weakening buying pressure and a shift towards selling."", ""The price closed below the 10-day SMA on the final day, confirming the bearish trend."", ""Volume increased on the final two days, suggesting heightened activity as the price bottomed.""], ""grounding"": [""SMA_10=163.72395935058594"", ""SMA_20=166.84039993286132"", ""MACD=-2.137269112180462"", ""MACD_signal=-1.3150437560819983"", ""RSI_14=42.67364609617221"", ""Close=161.51747131347656""]}","{""window_summary"": ""The price declined from 165.47 to 161.52, a drop of 2.39%, while momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI falling below 50. Volume increased on the final two days, suggesting heightened activity as the price bottomed. The 10-day SMA (163.72) is currently below the 20-day SMA (166.84), indicating a short-term downtrend."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""The 10-day SMA (163.72) is below the 20-day SMA (166.84), indicating a short-term downtrend."", ""MACD (-2.14) is below its signal line (-1.32) and has turned negative, signaling bearish momentum."", ""RSI (42.67) is below 50, suggesting weakening buying pressure and a shift towards selling."", ""The price closed below the 10-day SMA on the final day, confirming the bearish trend."", ""Volume increased on the final two days, suggesting heightened activity as the price bottomed.""], ""grounding"": [""SMA_10=163.72395935058594"", ""SMA_20=166.84039993286132"", ""MACD=-2.137269112180462"", ""MACD_signal=-1.3150437560819983"", ""RSI_14=42.67364609617221"", ""Close=161.51747131347656""]}"
zai,1,4,AAPL,2022-03-11 00:00:00,2022-02-28 00:00:00,2022-03-11 00:00:00,10,DOWN,0.6,"Reasons: The 10-day Simple Moving Average (SMA_10) trended downward from 163.38 to 158.45, indicating a bearish price structure. | The MACD value deteriorated from -2.12 to -3.20, and the MACD histogram expanded negatively from -0.64 to -0.73, signaling weakening momentum. | The RSI dropped from 43.19 to 35.46, moving further into oversold territory and confirming the bearish trend. | The 10-day volatility (Volatility_10d) remained relatively stable around 0.016 to 0.018, suggesting the price decline was driven by direction rather than increased uncertainty.",,"{""window_summary"": ""The price declined from 161.78 to 151.60 over the 10-day window, with a cumulative return of -0.0239. Momentum indicators, including MACD and RSI, weakened significantly, with the MACD dropping from -2.12 to -3.20 and RSI falling from 43.19 to 35.46."", ""direction"": ""DOWN"", ""confidence"": 0.6, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) trended downward from 163.38 to 158.45, indicating a bearish price structure."", ""The MACD value deteriorated from -2.12 to -3.20, and the MACD histogram expanded negatively from -0.64 to -0.73, signaling weakening momentum."", ""The RSI dropped from 43.19 to 35.46, moving further into oversold territory and confirming the bearish trend."", ""The 10-day volatility (Volatility_10d) remained relatively stable around 0.016 to 0.018, suggesting the price decline was driven by direction rather than increased uncertainty.""], ""grounding"": [""SMA_10=158.45"", ""MACD=-3.20"", ""RSI_14=35.46"", ""Volatility_10d=0.0204487630248732""]}","{""window_summary"": ""The price declined from 161.78 to 151.60 over the 10-day window, with a cumulative return of -0.0239. Momentum indicators, including MACD and RSI, weakened significantly, with the MACD dropping from -2.12 to -3.20 and RSI falling from 43.19 to 35.46."", ""direction"": ""DOWN"", ""confidence"": 0.6, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) trended downward from 163.38 to 158.45, indicating a bearish price structure."", ""The MACD value deteriorated from -2.12 to -3.20, and the MACD histogram expanded negatively from -0.64 to -0.73, signaling weakening momentum."", ""The RSI dropped from 43.19 to 35.46, moving further into oversold territory and confirming the bearish trend."", ""The 10-day volatility (Volatility_10d) remained relatively stable around 0.016 to 0.018, suggesting the price decline was driven by direction rather than increased uncertainty.""], ""grounding"": [""SMA_10=158.45"", ""MACD=-3.20"", ""RSI_14=35.46"", ""Volatility_10d=0.0204487630248732""]}"
zai,1,5,AAPL,2022-03-25 00:00:00,2022-03-14 00:00:00,2022-03-25 00:00:00,10,UP,0.85,"Reasons: Price broke above the 20-day SMA (158.19) on March 22, a key technical support level. | MACD turned positive (1.09) on March 25, confirming a shift in momentum. | RSI increased from 31.75 to 63.33, moving out of the oversold territory.",,"{""window_summary"": ""The price increased by 15.7% over the 10-day window, driven by a strong upward trend and a shift in momentum from negative to positive. The stock price broke above its 20-day Simple Moving Average (SMA_20) on March 22, and the MACD turned positive on March 24, signaling a transition from a downtrend to an uptrend. Volatility decreased significantly over the period, dropping from 2.12% to 1.66%."", ""direction"": ""UP"", ""confidence"": 0.85, ""reasons"": [""Price broke above the 20-day SMA (158.19) on March 22, a key technical support level."", ""MACD turned positive (1.09) on March 25, confirming a shift in momentum."", ""RSI increased from 31.75 to 63.33, moving out of the oversold territory.""], ""grounding"": [""Close=171.19"", ""Return=0.0157"", ""SMA_20=159.72"", ""MACD=1.10"", ""RSI_14=63.33"", ""Volatility_10d=0.0166""]}","```json
{
  ""window_summary"": ""The price increased by 15.7% over the 10-day window, driven by a strong upward trend and a shift in momentum from negative to positive. The stock price broke above its 20-day Simple Moving Average (SMA_20) on March 22, and the MACD turned positive on March 24, signaling a transition from a downtrend to an uptrend. Volatility decreased significantly over the period, dropping from 2.12% to 1.66%."",
  ""direction"": ""UP"",
  ""confidence"": 0.85,
  ""reasons"": [
    ""Price broke above the 20-day SMA (158.19) on March 22, a key technical support level."",
    ""MACD turned positive (1.09) on March 25, confirming a shift in momentum."",
    ""RSI increased from 31.75 to 63.33, moving out of the oversold territory.""
  ],
  ""grounding"": [
    ""Close=171.19"",
    ""Return=0.0157"",
    ""SMA_20=159.72"",
    ""MACD=1.10"",
    ""RSI_14=63.33"",
    ""Volatility_10d=0.0166""
  ]
}
```"
zai,1,6,AAPL,2022-04-08 00:00:00,2022-03-28 00:00:00,2022-04-08 00:00:00,10,DOWN,0.65,"Reasons: Price broke below the 10-day Simple Moving Average (SMA_10) on April 6, 2022. | The MACD histogram turned negative on April 8, 2022, indicating a shift in momentum. | The RSI_14 dropped below 50 on April 8, 2022, signaling weakening buying pressure.",,"{""window_summary"": ""The price trended upward from March 28 to April 4, peaking at 174.88, before declining steadily through April 8. Momentum indicators, including the MACD and RSI, showed a strong positive divergence early in the window that reversed into a bearish divergence by the end."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""Price broke below the 10-day Simple Moving Average (SMA_10) on April 6, 2022."", ""The MACD histogram turned negative on April 8, 2022, indicating a shift in momentum."", ""The RSI_14 dropped below 50 on April 8, 2022, signaling weakening buying pressure.""], ""grounding"": [""SMA_10=171.345703125"", ""MACD_hist=-0.1284246417536421"", ""RSI_14=49.92765482340104""]}","```json
{
  ""window_summary"": ""The price trended upward from March 28 to April 4, peaking at 174.88, before declining steadily through April 8. Momentum indicators, including the MACD and RSI, showed a strong positive divergence early in the window that reversed into a bearish divergence by the end."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.65,
  ""reasons"": [
    ""Price broke below the 10-day Simple Moving Average (SMA_10) on April 6, 2022."",
    ""The MACD histogram turned negative on April 8, 2022, indicating a shift in momentum."",
    ""The RSI_14 dropped below 50 on April 8, 2022, signaling weakening buying pressure.""
  ],
  ""grounding"": [
    ""SMA_10=171.345703125"",
    ""MACD_hist=-0.1284246417536421"",
    ""RSI_14=49.92765482340104""
  ]
}
```"
zai,1,7,AAPL,2022-04-22 00:00:00,2022-04-11 00:00:00,2022-04-22 00:00:00,9,DOWN,0.65,"Reasons: The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20), signaling a bearish trend shift. | The MACD value turned negative (-0.85) and the MACD histogram remained deeply in the negative zone (-1.08), indicating strong downward momentum. | The RSI_14 dropped to 39.83, approaching oversold territory, which often precedes further downside or consolidation.",,"{""window_summary"": ""The price declined from 162.40 to 158.52, a drop of 2.38%, while momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI falling below 40."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20), signaling a bearish trend shift."", ""The MACD value turned negative (-0.85) and the MACD histogram remained deeply in the negative zone (-1.08), indicating strong downward momentum."", ""The RSI_14 dropped to 39.83, approaching oversold territory, which often precedes further downside or consolidation.""], ""grounding"": [""Close=158.5193328857422"", ""Close=162.3992919921875"", ""SMA_10=163.33987426757812"", ""SMA_20=167.56961059570312"", ""MACD=-0.8516025139775252"", ""RSI_14=39.827837220082806""]}","```json
{
  ""window_summary"": ""The price declined from 162.40 to 158.52, a drop of 2.38%, while momentum indicators like MACD and RSI deteriorated significantly, with MACD turning negative and RSI falling below 40."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.65,
  ""reasons"": [
    ""The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20), signaling a bearish trend shift."",
    ""The MACD value turned negative (-0.85) and the MACD histogram remained deeply in the negative zone (-1.08), indicating strong downward momentum."",
    ""The RSI_14 dropped to 39.83, approaching oversold territory, which often precedes further downside or consolidation.""
  ],
  ""grounding"": [
    ""Close=158.5193328857422"",
    ""Close=162.3992919921875"",
    ""SMA_10=163.33987426757812"",
    ""SMA_20=167.56961059570312"",
    ""MACD=-0.8516025139775252"",
    ""RSI_14=39.827837220082806""
  ]
}
```"
zai,1,8,AAPL,2022-05-06 00:00:00,2022-04-25 00:00:00,2022-05-06 00:00:00,10,DOWN,0.65,"Reasons: The 10-day Simple Moving Average (SMA_10) trended downward from 162.63 to 156.30, consistently below the closing price. | The MACD remained negative (-2.57) and the MACD histogram remained negative (-0.45) at the end of the window. | The 20-day SMA (159.82) remained above the closing price (154.33), indicating a bearish trend.",,"{""window_summary"": ""The price declined from 159.59 to 153.43, a drop of 3.86%, while volatility increased from 0.0177 to 0.0328. Momentum indicators, including the MACD and SMA, remained in negative territory throughout the period."", ""direction"": ""DOWN"", ""confidence"": 0.65, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) trended downward from 162.63 to 156.30, consistently below the closing price."", ""The MACD remained negative (-2.57) and the MACD histogram remained negative (-0.45) at the end of the window."", ""The 20-day SMA (159.82) remained above the closing price (154.33), indicating a bearish trend.""], ""grounding"": [""Close=153.32691955566406"", ""Close=159.58731079101562"", ""SMA_10=156.3031753540039"", ""SMA_20=159.821524810791"", ""MACD=-2.570661852456425"", ""MACD_hist=-0.4460913737132843""]}","```json
{
  ""window_summary"": ""The price declined from 159.59 to 153.43, a drop of 3.86%, while volatility increased from 0.0177 to 0.0328. Momentum indicators, including the MACD and SMA, remained in negative territory throughout the period."",
  ""direction"": ""DOWN"",
  ""confidence"": 0.65,
  ""reasons"": [
    ""The 10-day Simple Moving Average (SMA_10) trended downward from 162.63 to 156.30, consistently below the closing price."",
    ""The MACD remained negative (-2.57) and the MACD histogram remained negative (-0.45) at the end of the window."",
    ""The 20-day SMA (159.82) remained above the closing price (154.33), indicating a bearish trend.""
  ],
  ""grounding"": [
    ""Close=153.32691955566406"",
    ""Close=159.58731079101562"",
    ""SMA_10=156.3031753540039"",
    ""SMA_20=159.821524810791"",
    ""MACD=-2.570661852456425"",
    ""MACD_hist=-0.4460913737132843""
  ]
}
```"
zai,1,9,AAPL,2022-05-20 00:00:00,2022-05-09 00:00:00,2022-05-20 00:00:00,10,DOWN,0.7,"Reasons: The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20) on May 12, signaling a bearish trend shift. | MACD remained in negative territory and continued to decline, moving from -3.05 to -6.49, indicating weakening momentum. | The 10-day volatility (Volatility_10d) was relatively stable, suggesting the price decline was driven by directional movement rather than increased uncertainty.",,"{""window_summary"": ""The price declined from 149.20 to 135.01, a drop of 9.5%, while momentum indicators like MACD and RSI deteriorated, with MACD dropping from -3.05 to -6.49 and RSI falling from 38.00 to 33.23."", ""direction"": ""DOWN"", ""confidence"": 0.7, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20) on May 12, signaling a bearish trend shift."", ""MACD remained in negative territory and continued to decline, moving from -3.05 to -6.49, indicating weakening momentum."", ""The 10-day volatility (Volatility_10d) was relatively stable, suggesting the price decline was driven by directional movement rather than increased uncertainty.""], ""grounding"": [""SMA_10=142.60"", ""SMA_20=149.45"", ""MACD=-6.49"", ""RSI=33.23"", ""Return=-0.095"", ""Volatility_10d=0.0311""]}","{""window_summary"": ""The price declined from 149.20 to 135.01, a drop of 9.5%, while momentum indicators like MACD and RSI deteriorated, with MACD dropping from -3.05 to -6.49 and RSI falling from 38.00 to 33.23."", ""direction"": ""DOWN"", ""confidence"": 0.7, ""reasons"": [""The 10-day Simple Moving Average (SMA_10) crossed below the 20-day SMA (SMA_20) on May 12, signaling a bearish trend shift."", ""MACD remained in negative territory and continued to decline, moving from -3.05 to -6.49, indicating weakening momentum."", ""The 10-day volatility (Volatility_10d) was relatively stable, suggesting the price decline was driven by directional movement rather than increased uncertainty.""], ""grounding"": [""SMA_10=142.60"", ""SMA_20=149.45"", ""MACD=-6.49"", ""RSI=33.23"", ""Return=-0.095"", ""Volatility_10d=0.0311""]}"
